fips,Name,Lattitude,Longitude
21209,Scott,38.2898822,-84.5793761
19053,Decatur,40.7363787,-93.7845799
18169,Wabash,40.8437475,-85.7951915
18003,Allen,41.0918553,-85.0722302
18099,Marshall,41.3250032,-86.2690363
31171,Thomas,41.8486202,-100.5069105
38085,Sioux,46.1106181,-101.061284
48127,Dimmit,28.4235871,-99.7658713
27045,Fillmore,43.6791869,-92.0939369
45023,Chester,34.6893424,-81.1612488
27073,Lac qui Parle,44.9998572,-96.1768376
49005,Cache,41.7341676,-111.744568
55093,Pierce,44.7253365,-92.4262793
13049,Charlton,30.7799036,-82.1396442
13233,Polk,33.9960153,-85.1883384
17113,McLean,40.4945594,-88.8445391
23001,Androscoggin,44.1676811,-70.2074347
16055,Kootenai,47.6771129,-116.6949184
32003,Clark,36.2142575,-115.013812
20147,Phillips,39.7845058,-99.3421498
31089,Holt,42.4592867,-98.7847662
29101,Johnson,38.741528,-93.8118634
55063,La Crosse,43.9082222,-91.1117584
22021,Caldwell,32.1012195,-92.1142311
21061,Edmonson,37.2275136,-86.2180153
17005,Bond,38.885924,-89.4365916
17009,Brown,39.9620694,-90.7503095
27085,McLeod,44.8216571,-94.2723231
55033,Dunn,44.9477454,-91.8976612
8027,Custer,38.1019939,-105.3735148
29123,Madison,37.4732347,-90.3454526
48353,Nolan,32.3123379,-100.4181078
42127,Wayne,41.6470068,-75.293193
36091,Saratoga,43.1061353,-73.8553872
48041,Brazos,30.6567132,-96.3023935
40095,Marshall,34.0270068,-96.770533
24001,Allegany,39.6123134,-78.7031037
54103,Wetzel,39.6006015,-80.6281566
55053,Jackson,44.326331,-90.7974909
41007,Clatsop,46.0245092,-123.705014
53041,Lewis,46.5800714,-122.3774443
36003,Allegany,42.2478532,-78.0261531
19031,Cedar,41.77236,-91.1326105
18117,Orange,38.5473812,-86.489257
13089,DeKalb,33.7706611,-84.2263432
13227,Pickens,34.4568044,-84.4903326
30015,Chouteau,47.8868343,-110.4362004
31017,Brown,42.3595618,-99.9239198
47013,Campbell,36.4015922,-84.1592495
37069,Franklin,36.0882406,-78.2830903
24510,Baltimore,39.3000324,-76.6104761
20111,Lyon,38.4554978,-96.1615888
19027,Carroll,42.039492,-94.8676471
22107,Tensas,32.0014894,-91.342576
47123,Monroe,35.4478181,-84.249705
20075,Hamilton,37.9952438,-101.7936887
19151,Pocahontas,42.7340333,-94.6782789
16045,Gem,44.0614727,-116.3987839
5063,Independence,35.7374992,-91.5599423
5085,Lonoke,34.7551137,-91.894132
18111,Newton,40.9623985,-87.4021716
13119,Franklin,34.3750807,-83.2280639
12051,Hendry,26.539967,-81.1521142
13265,Taliaferro,33.559319,-82.8752721
48245,Jefferson,29.8539997,-94.1493306
30059,Meagher,46.5856996,-110.9217396
8067,La Plata,37.2873673,-107.8397178
48027,Bell,31.0423136,-97.4814002
28069,Kemper,32.7501361,-88.6256306
5019,Clark,34.0533162,-93.1762085
41035,Klamath,42.6837613,-121.6461682
36075,Oswego,43.4614431,-76.2092618
72105,Naranjito,18.2899273,-66.2534402
1019,Cherokee,34.0695153,-85.6542417
48019,Bandera,29.756389,-99.2482849
30087,Rosebud,46.1732331,-106.6667462
35059,Union,36.4880853,-103.4757229
26153,Schoolcraft,46.0211217,-86.197029
36111,Ulster,41.9472124,-74.2654582
34007,Camden,39.8023521,-74.9612507
17083,Jersey,39.0801918,-90.3613647
51085,Hanover,37.7602149,-77.4913168
20199,Wallace,38.9266259,-101.7711031
26003,Alger,47.0800765,-86.5641076
5049,Fulton,36.3836192,-91.8196636
48215,Hidalgo,26.3963839,-98.18099
37155,Robeson,34.6392096,-79.1008811
26123,Newaygo,43.5627086,-85.7914227
41049,Morrow,45.4254956,-119.6023111
27153,Todd,46.0665694,-94.9005758
5083,Logan,35.2186538,-93.7209102
37109,Lincoln,35.4884913,-81.2268916
5091,Miller,33.3055054,-93.9015018
12095,Orange,28.514435,-81.323295
8111,San Juan,37.7810745,-107.6702566
16041,Franklin,42.1736093,-111.8229653
13045,Carroll,33.5822366,-85.0805272
20161,Riley,39.2912114,-96.7274889
48413,Schleicher,30.8962331,-100.5272161
51167,Russell,36.9334198,-82.0959342
37027,Caldwell,35.9579149,-81.5300023
16065,Madison,43.788614,-111.6569925
18173,Warrick,38.0977282,-87.2720486
21001,Adair,37.1055589,-85.2813796
21077,Gallatin,38.7601027,-84.8621525
21097,Harrison,38.4445776,-84.3341313
23023,Sagadahoc,43.9166447,-69.844326
30097,Sweet Grass,45.8112917,-109.944796
48181,Grayson,33.624524,-96.675693
42059,Greene,39.8477067,-80.2256552
2188,Northwest Arctic,67.0050655,-160.0210864
20051,Ellis,38.9145967,-99.3173133
1065,Hale,32.7527958,-87.6230608
1105,Perry,32.6390053,-87.2938269
1033,Colbert,34.703112,-87.8014569
20151,Pratt,37.6475943,-98.7401199
21017,Bourbon,38.2025623,-84.2098602
47149,Rutherford,35.8433688,-86.4172127
13075,Cook,31.1525157,-83.4294448
20101,Lane,38.4812863,-100.4661853
40059,Harper,36.8003504,-99.6628052
17147,Piatt,40.0090561,-88.5923282
48107,Crosby,33.609144,-101.2987099
72053,Fajardo,18.3863776,-65.588454
1063,Greene,32.8444965,-87.9642005
16033,Clark,44.290218,-112.3546128
19109,Kossuth,43.2124777,-94.213983
72151,Yabucoa,18.0598584,-65.8598713
38013,Burke,48.7864534,-102.5200874
37063,Durham,36.0338223,-78.8781198
19085,Harrison,41.6885844,-95.8271491
31103,Keya Paha,42.8754803,-99.7183514
19187,Webster,42.4335786,-94.1758309
17151,Pope,37.4171687,-88.5423737
47159,Smith,36.2566451,-85.9419149
51089,Henry,36.7814785,-79.7592313
51510,Alexandria,38.8200709,-77.0840628
19101,Jefferson,41.0063841,-91.9674402
30049,Lewis and Clark,47.1221055,-112.3828899
49013,Duchesne,40.2893927,-110.4295838
40003,Alfalfa,36.7297032,-98.3234449
48119,Delta,33.3859329,-95.6733504
47169,Trousdale,36.3930297,-86.1566909
21193,Perry,37.2412822,-83.2177723
46039,Deuel,44.7562899,-96.6902393
41029,Jackson,42.4116284,-122.6756846
72067,Hormigueros,18.1346949,-67.1161994
48507,Zavala,28.8646523,-99.7598304
31007,Banner,41.5397495,-103.7262626
19121,Madison,41.3306216,-94.0151842
12011,Broward,26.1935353,-80.4766834
13279,Toombs,32.1178118,-82.3306257
26151,Sanilac,43.4491547,-82.6428148
48397,Rockwall,32.8986766,-96.4044017
26163,Wayne,42.2846636,-83.2619533
27105,Nobles,43.6776863,-95.7631323
27001,Aitkin,46.6024464,-93.41976
38071,Ramsey,48.2661631,-98.739031
37145,Person,36.3863362,-78.9656441
20195,Trego,38.9213022,-99.865423
28151,Washington,33.273174,-90.9444459
48133,Eastland,32.3246454,-98.8365596
28055,Issaquena,32.7555393,-91.0035351
48123,DeWitt,29.0823457,-97.3616543
48005,Angelina,31.2519514,-94.6110558
45081,Saluda,34.0052784,-81.7279033
29125,Maries,38.1626154,-91.923601
5001,Arkansas,34.2895697,-91.3765466
29109,Lawrence,37.1065898,-93.8305507
51540,Charlottesville,38.0376579,-78.4853806
17011,Bureau,41.4013043,-89.5283772
39145,Scioto,38.8148886,-82.998675
37115,Madison,35.8640782,-82.7127314
16053,Jerome,42.6913953,-114.2620858
39163,Vinton,39.2520418,-82.4859614
48309,McLennan,31.549493,-97.2014721
16037,Custer,44.273351,-114.2522675
19089,Howard,43.3653125,-92.3219084
12099,Palm Beach,26.649124,-80.4483739
13181,Lincoln,33.7921507,-82.4482992
1013,Butler,31.751667,-86.6819689
47165,Sumner,36.473443,-86.4597975
51097,King and Queen,37.7143718,-76.9018551
5015,Carroll,36.3377742,-93.5416633
51820,Waynesboro,38.0671571,-78.9014197
2220,Sitka,57.1932044,-135.3673965
41051,Multnomah,45.5476932,-122.4171728
47061,Grundy,35.3933855,-85.7103793
27057,Hubbard,47.0955506,-94.9132898
38081,Sargent,46.1082063,-97.6300298
36089,St. Lawrence,44.4881125,-75.074311
29179,Reynolds,37.3608568,-90.9695158
6067,Sacramento,38.4500161,-121.3404408
39125,Paulding,41.1189483,-84.5821249
18179,Wells,40.7352727,-85.2129742
51063,Floyd,36.9314381,-80.3503087
6083,Santa Barbara,34.5370572,-120.0399729
54005,Boone,38.0228142,-81.713539
28009,Benton,34.8105184,-89.2002848
21055,Crittenden,37.3581494,-88.1050103
19147,Palo Alto,43.0753374,-94.6690546
19159,Ringgold,40.7353342,-94.2442514
37151,Randolph,35.7099148,-79.8062153
24015,Cecil,39.5623537,-75.9415852
18171,Warren,40.3526584,-87.3758466
31077,Greeley,41.5675715,-98.5305655
31095,Jefferson,40.1757356,-97.1431027
31151,Saline,40.5168024,-97.131755
21119,Knott,37.3597236,-82.9457242
19045,Clinton,41.8980732,-90.5342431
27063,Jackson,43.671111,-95.1497314
27039,Dodge,44.0207056,-92.8693529
27047,Freeborn,43.6742019,-93.3502887
6009,Calaveras,38.1838996,-120.5614415
25001,Barnstable,41.7990145,-70.2118803
51119,Middlesex,37.6069753,-76.5280819
42065,Jefferson,41.1380282,-79.012419
18089,Lake,41.472247,-87.3743368
47003,Bedford,35.5136604,-86.4582939
47027,Clay,36.5457881,-85.545816
17029,Coles,39.5136797,-88.220782
47097,Lauderdale,35.7629507,-89.6277318
41001,Baker,44.7034268,-117.6919334
36097,Schuyler,42.4197755,-76.938603
26159,Van Buren,42.2821497,-86.3060762
17131,Mercer,41.2047906,-90.7414333
21127,Lawrence,38.0744569,-82.7383015
21175,Morgan,37.9229402,-83.2589444
21177,Muhlenberg,37.2138159,-87.1340919
17049,Effingham,39.0479445,-88.5928488
47105,Loudon,35.73745,-84.316204
46025,Clark,44.8552107,-97.7249124
15003,Honolulu,21.4613654,-158.201974
12041,Gilchrist,29.7234556,-82.7958011
18157,Tippecanoe,40.3891334,-86.8935538
42109,Snyder,40.7554068,-77.0729288
48277,Lamar,33.6672628,-95.5703477
12086,Miami-Dade,25.6105796,-80.4991365
31057,Dundy,40.180165,-101.6811327
48289,Leon,31.3004926,-95.9956219
8097,Pitkin,39.2173323,-106.9157831
38035,Grand Forks,47.9260026,-97.450851
18091,LaPorte,41.5490129,-86.7447386
18057,Hamilton,40.0536499,-86.0217262
51595,Emporia,36.696182,-77.5359753
40081,Lincoln,35.7031175,-96.8813917
20071,Greeley,38.4804041,-101.8059697
13145,Harris,32.7315494,-84.912432
13251,Screven,32.7447512,-81.6175849
72127,San Juan,18.4223633,-66.0680935
48433,Stonewall,33.1795797,-100.2538069
39069,Henry,41.3315843,-84.0688996
33009,Grafton,43.9264394,-71.842422
29145,Newton,36.9083639,-94.3350211
18129,Posey,38.0276138,-87.8686526
48311,McMullen,28.384922,-98.5788529
17035,Cumberland,39.273121,-88.2406193
13297,Walton,33.7838866,-83.731829
27121,Pope,45.5896228,-95.4467052
51157,Rappahannock,38.6845215,-78.1688241
51009,Amherst,37.6286103,-79.1542813
6111,Ventura,34.3587415,-119.1331432
17033,Crawford,39.0027685,-87.7606208
8093,Park,39.1189141,-105.7176479
6037,Los Angeles,34.1963983,-118.2618616
4027,Yuma,32.7739424,-113.910905
13129,Gordon,34.5096669,-84.8738622
19025,Calhoun,42.3861699,-94.6436829
12055,Highlands,27.3426272,-81.3409213
51580,Covington,37.7781426,-79.986039
50017,Orange,44.0033924,-72.3696871
20113,McPherson,38.395812,-97.6474893
4021,Pinal,32.9185385,-111.3663874
39051,Fulton,41.5972639,-84.1242667
8003,Alamosa,37.5684423,-105.7880414
12017,Citrus,28.8436402,-82.5248099
72049,Culebra,18.3265989,-65.30772
72051,Dorado,18.4726608,-66.2595854
47041,DeKalb,35.9822191,-85.8335959
42031,Clarion,41.1981594,-79.4203691
46097,Miner,44.0215411,-97.608122
46073,Jerauld,44.0634099,-98.6231702
18031,Decatur,39.3059799,-85.499831
18037,Dubois,38.3733441,-86.8733845
51057,Essex,37.9394802,-76.9418713
45089,Williamsburg,33.6264629,-79.7164752
36031,Essex,44.1096005,-73.7784307
19195,Worth,43.373491,-93.2485332
40063,Hughes,35.0529339,-96.2511829
51027,Buchanan,37.2681198,-82.0381508
51005,Alleghany,37.7879048,-80.008669
28087,Lowndes,33.4714237,-88.4397227
18143,Scott,38.6794309,-85.7518981
8099,Prowers,37.9581814,-102.3921613
48435,Sutton,30.5176801,-100.5052697
72121,Sabana Grande,18.0843613,-66.9476668
40101,Muskogee,35.6175506,-95.3839106
29043,Christian,36.9697388,-93.1876139
72039,Ciales,18.2959127,-66.5155884
28073,Lamar,31.1975865,-89.5063691
18137,Ripley,39.1002257,-85.2604937
38057,Mercer,47.3071473,-101.8333279
13147,Hart,34.3487328,-82.96329
22049,Jackson,32.3042901,-92.5616997
51133,Northumberland,37.8569736,-76.3796872
48157,Fort Bend,29.5266017,-95.7710149
55047,Green Lake,43.8261905,-89.1136994
30073,Pondera,48.2286037,-112.2207612
55127,Walworth,42.6681095,-88.5417306
32021,Mineral,38.516647,-118.4162794
17057,Fulton,40.4652401,-90.2022689
36103,Suffolk,40.943554,-72.6922184
18161,Union,39.6231109,-84.9251523
29119,McDonald,36.630218,-94.3439556
31157,Scotts Bluff,41.8503306,-103.7015494
35047,San Miguel,35.4768585,-104.8035189
1081,Lee,32.6040644,-85.3530477
48367,Parker,32.7770964,-97.8059049
38021,Dickey,46.1077559,-98.4965182
38003,Barnes,46.94255,-98.0701946
27143,Sibley,44.5757343,-94.2301232
13293,Upson,32.8818367,-84.2922831
6097,Sonoma,38.5251824,-122.9261095
26033,Chippewa,46.3218192,-84.5206297
16019,Bonneville,43.3951708,-111.6218783
13013,Barrow,33.9920094,-83.7123025
13183,Long,31.7495633,-81.7428697
48271,Kinney,29.3470865,-100.4177003
40115,Ottawa,36.8357635,-94.8026814
42033,Clearfield,41.0002489,-78.473749
26037,Clinton,42.950455,-84.5916949
72133,Santa Isabel,17.9529217,-66.3875885
17135,Montgomery,39.2280932,-89.4780041
28003,Alcorn,34.8865689,-88.5811091
28071,Lafayette,34.3492982,-89.4859026
22043,Grant,31.5977873,-92.5617156
29005,Atchison,40.431846,-95.4375546
17115,Macon,39.8602372,-88.9615288
26149,St. Joseph,41.9114878,-85.5228703
17055,Franklin,37.9918483,-88.9262457
30033,Garfield,47.280033,-106.9867061
31001,Adams,40.5206322,-98.5000441
27109,Olmsted,44.0034295,-92.4067216
34039,Union,40.6598707,-74.3086957
72139,Trujillo Alto,18.3353871,-66.0037874
1097,Mobile,30.6845725,-88.1965682
46087,McCook,43.6789244,-97.3620356
1057,Fayette,33.7161568,-87.7642923
1017,Chambers,32.9155039,-85.3940321
37131,Northampton,36.4217739,-77.3983518
8081,Moffat,40.6163576,-108.2110988
21087,Green,37.2696366,-85.5614029
18047,Franklin,39.409762,-85.0669641
37013,Beaufort,35.4823128,-76.8420144
72073,Jayuya,18.2111522,-66.58687
38015,Burleigh,46.9718426,-100.4620005
37159,Rowan,35.6413294,-80.5217216
26071,Iron,46.1702542,-88.5405261
27067,Kandiyohi,45.1527137,-95.0049812
21237,Wolfe,37.7437739,-83.4950678
48149,Fayette,29.8778861,-96.9212309
46081,Lawrence,44.348572,-103.8057912
23029,Washington,44.9670088,-67.6093542
48045,Briscoe,34.5251725,-101.205893
26131,Ontonagon,47.2166022,-89.5004631
28015,Carroll,33.4407948,-89.918887
41003,Benton,44.4938816,-123.4246641
27133,Rock,43.6695866,-96.2632376
42063,Indiana,40.6514319,-79.0875451
22061,Lincoln,32.6018231,-92.6623026
42099,Perry,40.3977795,-77.2663284
46137,Ziebach,44.9897638,-101.6608274
48203,Harrison,32.5479914,-94.3744344
26013,Baraga,46.6958592,-88.3618101
40131,Rogers,36.3777941,-95.6013835
29019,Boone,38.9898614,-92.3102022
72097,Mayagüez,18.2606557,-67.1826234
40015,Caddo,35.1679202,-98.3810447
8059,Jefferson,39.5795106,-105.2454623
54011,Cabell,38.4195778,-82.2433966
48383,Reagan,31.3751911,-101.5143954
5141,Van Buren,35.5829532,-92.5159757
8117,Summit,39.6210227,-106.1375545
20035,Cowley,37.2345068,-96.8372468
5071,Johnson,35.5733586,-93.4663223
36041,Hamilton,43.6578786,-74.5024556
51045,Craig,37.4736031,-80.2310507
48083,Coleman,31.9142052,-99.3466223
2290,Yukon-Koyukuk,65.375718,-151.5778726
4017,Navajo,35.3907852,-110.3210248
28085,Lincoln,31.5352155,-90.4535663
48357,Ochiltree,36.2787442,-100.8158636
48103,Crane,31.4227965,-102.4877739
56003,Big Horn,44.5251167,-107.9948477
47081,Hickman,35.8023275,-87.4671159
28143,Tunica,34.6522011,-90.3717697
29081,Harrison,40.34562,-93.9925818
72029,Canóvanas,18.3235851,-65.8832059
18005,Bartholomew,39.205843,-85.8979988
13223,Paulding,33.921026,-84.8671616
39015,Brown,38.9313769,-83.8667723
47141,Putnam,36.1409404,-85.4961801
38101,Ward,48.2166858,-101.5405369
25027,Worcester,42.3116934,-71.940282
39091,Logan,40.3875532,-83.766343
6031,Kings,36.072478,-119.8155301
6073,San Diego,33.0236041,-116.7761174
72123,Salinas,17.9714853,-66.2622515
13079,Crawford,32.7094283,-83.9791874
72103,Naguabo,18.2110697,-65.735749
29037,Cass,38.6464737,-94.3545467
36027,Dutchess,41.7547699,-73.7400411
48477,Washington,30.2150752,-96.4102717
8101,Pueblo,38.1706581,-104.4898924
29067,Douglas,36.9465168,-92.5158918
38009,Bottineau,48.7944116,-100.8312572
37051,Cumberland,35.0501921,-78.8287187
56017,Hot Springs,43.7202092,-108.4350765
26001,Alcona,44.6825347,-82.8340784
6061,Placer,39.0620323,-120.7227181
5129,Searcy,35.8963868,-92.6958884
48305,Lynn,33.1784124,-101.8184933
36077,Otsego,42.6297762,-75.028841
37153,Richmond,35.004636,-79.7556946
37093,Hoke,35.0172328,-79.2419635
31131,Otoe,40.6379916,-96.1310274
42023,Cameron,41.4382883,-78.1983145
45035,Dorchester,33.0821859,-80.4046966
27161,Waseca,44.0184598,-93.5898443
46015,Brule,43.7298732,-99.092909
47177,Warren,35.6782498,-85.7773428
17023,Clark,39.3323642,-87.7916872
21201,Robertson,38.5134727,-84.06423
47095,Lake,36.3339054,-89.4855365
45015,Berkeley,33.2077,-79.9536554
5051,Garland,34.5788523,-93.1469323
20139,Osage,38.6484085,-95.7075964
39155,Trumbull,41.3059114,-80.7687013
48333,Mills,31.4948885,-98.5946231
48359,Oldham,35.4019206,-102.5976203
42019,Butler,40.9138467,-79.9189776
16049,Idaho,45.849644,-115.4673371
20115,Marion,38.3596474,-97.1027707
51029,Buckingham,37.573928,-78.5291687
37025,Cabarrus,35.388369,-80.5526938
29225,Webster,37.2808043,-92.8760795
49011,Davis,41.0375594,-112.2019434
27033,Cottonwood,44.0107107,-95.1831303
12093,Okeechobee,27.3855924,-80.8873884
13291,Union,34.833333,-83.9892568
19013,Black Hawk,42.4715414,-92.3080334
48403,Sabine,31.3432997,-93.8519129
39131,Pike,39.0713596,-83.0529085
1125,Tuscaloosa,33.2902197,-87.5227834
1131,Wilcox,31.9900824,-87.3049349
28097,Montgomery,33.5007144,-89.6396251
31099,Kearney,40.5091198,-98.9476019
31087,Hitchcock,40.1768964,-101.044217
10003,New Castle,39.5759152,-75.6441324
16081,Teton,43.7609939,-111.2117653
17161,Rock Island,41.4684044,-90.5722031
51073,Gloucester,37.4035413,-76.5235051
5133,Sevier,33.9948773,-94.2432792
18017,Cass,40.7537986,-86.3551685
16077,Power,42.694126,-112.844407
18015,Carroll,40.5849801,-86.5651412
42101,Philadelphia,40.0093755,-75.1333459
56043,Washakie,43.8788305,-107.669052
37029,Camden,36.3423438,-76.1624876
36109,Tompkins,42.4530063,-76.4734835
5069,Jefferson,34.2776284,-91.9307005
5079,Lincoln,33.957675,-91.7276258
55123,Vernon,43.5993661,-90.8219835
29093,Iron,37.5943638,-90.9846823
48223,Hopkins,33.1489586,-95.5651936
36001,Albany,42.5882401,-73.9740095
48225,Houston,31.3230362,-95.4215995
39111,Monroe,39.7262533,-81.0909868
20165,Rush,38.5235917,-99.3091827
18107,Montgomery,40.0402962,-86.8927145
20187,Stanton,37.5659319,-101.7893829
21129,Lee,37.608116,-83.7192475
27071,Koochiching,48.2454895,-93.7828417
48029,Bexar,29.4486708,-98.5201465
8013,Boulder,40.0949699,-105.3976911
47089,Jefferson,36.0484787,-83.4409664
40097,Mayes,36.303804,-95.2356382
27165,Watonwan,43.9781089,-94.613798
16013,Blaine,43.394192,-113.9553713
22053,Jefferson Davis,30.2695293,-92.8162205
46119,Sully,44.722325,-100.1313985
8031,Denver,39.7618502,-104.8811054
40029,Coal,34.5828612,-96.288039
30011,Carter,45.5168247,-104.5153243
48461,Upton,31.3538163,-102.0415461
18051,Gibson,38.3173981,-87.5805231
31105,Kimball,41.1992736,-103.7031528
17093,Kendall,41.5881403,-88.4306257
11001,District of Columbia,38.9041031,-77.017229
8085,Montrose,38.4075069,-108.2662815
27171,Wright,45.1750914,-93.9663965
55059,Kenosha,42.5797034,-87.4250046
8037,Eagle,39.6269919,-106.6951694
6075,San Francisco,37.7272391,-123.0322294
8113,San Miguel,38.0093735,-108.427326
2020,Anchorage,61.1742503,-149.2843294
12109,St. Johns,29.8906441,-81.3839483
28019,Choctaw,33.3459638,-89.2513319
29079,Grundy,40.1125409,-93.5650538
26085,Lake,43.9951867,-85.8113997
26139,Ottawa,42.9424607,-86.6549462
17031,Cook,41.8942937,-87.6454546
17059,Gallatin,37.7686768,-88.2279642
45047,Greenwood,34.1557959,-82.1278759
20059,Franklin,38.5580187,-95.2789618
27027,Clay,46.8983772,-96.4949007
47075,Haywood,35.5853171,-89.2816536
49003,Box Elder,41.300466,-113.126808
28139,Tippah,34.7636183,-88.9188185
54051,Marshall,39.8544259,-80.6717944
54035,Jackson,38.8342339,-81.6777168
16039,Elmore,43.3946984,-115.471205
24005,Baltimore,39.4431666,-76.6165693
38005,Benson,48.071743,-99.3511517
29163,Pike,39.3399592,-91.1716071
39087,Lawrence,38.6038659,-82.5171856
29201,Scott,37.0477927,-89.5680975
39001,Adams,38.8344683,-83.4780816
48143,Erath,32.2381358,-98.2223769
13137,Habersham,34.6343924,-83.5258749
13319,Wilkinson,32.8042663,-83.1755122
54061,Monongalia,39.6336448,-80.0590736
39033,Crawford,40.8485244,-82.9247827
